GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
projectturma,turma,NotaInvalidaException,0,4,0,0,0,2,0,1,0,1
projectturma,turma,Aluno,0,216,0,20,0,50,0,25,0,15
projectturma,turma,AlunoInexistenteException,0,4,0,0,0,2,0,1,0,1
projectturma,turma,Turma,0,181,0,18,0,38,0,23,0,14
