TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
TP2.Gestor_Transportadoras,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,67,0.3,2,39,150,74521,1716679587913,0.9777777777777777,111111111111111111111111111111101111111111111111111111111110111111111111111111111111111111,0.9666666666666667,111111111111111111111111101111111111101111111111111111111111,1.0,1111111,0,0,6,2,0.9141104294478528,1111111111111111111111111111111111111111111110111111111011111111111111111111111111111111111111101100000000111110111110111111111110111111111111111111111111111111111,0.675,1011111111010010010110110111111010110110,1.0,11111111111111111111,1.0,11111111111111111111,0.9666666666666667,111111111111111111111111011111111111011111111111111111111111
